call_id,student_name,year,location,tech_stack,transcript_text,sentiment_label,remarks_by_counselor,@
443,Riya Patel,2022,Lucknow,Python with AI and ML,Focus bed dream new difficult wonder someone could return of listen free tough.,Negative,Not interested in training,
444,Kavya Kapoor,2022,Noida,Python with Data Science,Blood responsibility age or health fly probably.,Negative,Found fees too high,
445,Vivaan Kapoor,2022,Noida,Python with Data Science,Mrs recently industry before land them population else determine moment exist tonight.,Negative,Not interested in training,
446,Vivaan Pandey,2024,Lucknow,MERN Stack,Television outside yard relate between general option specific.,Negative,Not interested in training,
447,Vivaan Mehta,2025,Noida,MERN Stack,Speak mother save pass current wish or field general country fly they difference while man.,Negative,Not interested in training,
448,Diya Verma,2023,Lucknow,Python with Data Science,Road window early important energy generation wait society security really reflect.,Negative,Will not join,
449,Priya Bhatia,2022,Noida,Java Full Stack,Drive sure ball total out no population west half brother tough skill chance radio age.,Negative,Will not join,
450,Krishna Agarwal,2024,Lucknow,Python with Data Science,Baby onto crime enter when new serve wonder board big official.,Negative,Found fees too high,
451,Meera Saxena,2024,Noida,Python with Data Science,Effect focus guess research beat six let south former process.,Negative,Not interested in training,
452,Ananya Gupta,2024,Noida,Python with AI and ML,Arm film indicate unit several north something thank night among of social spend dream.,Negative,Not interested in training,
453,Aarav Kapoor,2024,Noida,Java Full Stack,Probably himself especially world want especially sister personal.,Negative,Found fees too high,
454,Krishna Patel,2023,Noida,Python with AI and ML,Himself take remember in PM teacher chance behind public beyond newspaper work throw ability page least.,Negative,Found fees too high,
455,Diya Bhatia,2023,Lucknow,Python with AI and ML,Task station large shoulder population thank speech door if.,Negative,Will not join,
456,Kabir Reddy,2025,Noida,MERN Stack,Yeah think employee since kind something hand check better pass class.,Negative,Found fees too high,
457,Meera Jain,2022,Lucknow,Python with Data Science,Market fight market particular himself recently yes term study.,Negative,Not interested in training,
458,Sai Jain,2025,Noida,Python with Data Science,Body best mission film conference safe together ball court Congress skin majority religious discuss window.,Negative,Will not join,
459,Krishna Yadav,2023,Lucknow,MERN Stack,Yes early laugh save arrive necessary surface mother skin age now her for data rule.,Negative,Not interested in training,
460,Ishita Pandey,2025,Lucknow,Python with AI and ML,Lead against expect happy off new arrive I long reduce their.,Negative,Not interested in training,
461,Priya Saxena,2022,Lucknow,Python with Data Science,Focus entire really picture newspaper role street start series last.,Negative,Will not join,
462,Rohan Bhatia,2022,Lucknow,Java Full Stack,Reach sound many generation out some war from these offer by family let public.,Negative,Will not join,
463,Vihaan Nair,2022,Lucknow,Python with Data Science,Walk campaign situation effort without mission case direction network record yet answer method spring.,Negative,Will not join,
464,Kavya Bhatia,2022,Noida,MERN Stack,Material plant evening girl push effect magazine bad read budget senior step interesting each.,Negative,Will not join,
465,Diya Sharma,2025,Lucknow,Python with AI and ML,Executive list cell ten enough field star partner dog chair today camera.,Negative,Not interested in training,
466,Ananya Gupta,2024,Noida,Python with Data Science,Those western ability hear take produce law rise final Democrat garden scientist now.,Negative,Will not join,
467,Rohan Sharma,2024,Lucknow,Java Full Stack,Mr difference despite skin day stand defense drug.,Negative,Will not join,
468,Aditya Yadav,2022,Lucknow,Python with AI and ML,Across board my yourself wind across two worker government way top method.,Negative,Not interested in training,
469,Riya Singh,2023,Lucknow,Python with Data Science,Own top list begin mother increase again tax physical.,Negative,Found fees too high,
470,Aarav Gupta,2024,Noida,Python with Data Science,Behind beat top there turn south speak day perform tax dog.,Negative,Will not join,
471,Kavya Gupta,2023,Noida,Python with Data Science,Herself within lose base moment different authority seek.,Negative,Found fees too high,
472,Sneha Kapoor,2025,Lucknow,Python with Data Science,Fly manage body ago decade its four turn someone hour stop national growth memory trouble.,Negative,Not interested in training,
473,Ananya Malhotra,2022,Noida,Python with Data Science,Policy raise including also candidate real particularly citizen manage pass man.,Negative,Not interested in training,
474,Kavya Reddy,2023,Lucknow,Python with AI and ML,Like provide upon dog these product within your recognize word station later trial cup yeah.,Negative,Will not join,
475,Kabir Agarwal,2023,Noida,Python with AI and ML,Ten consumer business itself various stay across hundred prove theory away general matter off camera foreign.,Negative,Will not join,
476,Aditya Gupta,2025,Noida,MERN Stack,Stage go country floor character face success lawyer window already several provide tell television.,Negative,Not interested in training,
477,Aarav Chopra,2022,Lucknow,Python with Data Science,Time either hand couple forget note morning Democrat commercial beautiful plan majority little player little court.,Negative,Not interested in training,
478,Ishita Nair,2025,Lucknow,MERN Stack,Specific their old note serve hope behavior land morning order be.,Negative,Found fees too high,
479,Arjun Pandey,2024,Noida,Java Full Stack,Particularly important church allow program reason write.,Negative,Will not join,
480,Krishna Gupta,2023,Noida,MERN Stack,Truth same agency discussion Congress husband can.,Negative,Not interested in training,
481,Rohan Yadav,2024,Noida,MERN Stack,Guy available key become though off close politics next front hour just.,Negative,Not interested in training,
482,Meera Yadav,2022,Lucknow,MERN Stack,Gas which idea modern civil send level create though change sign star project baby.,Negative,Not interested in training,
483,Saanvi Kumar,2023,Lucknow,Python with Data Science,Government sport whether might say available public away always.,Negative,Found fees too high,
484,Priya Kapoor,2024,Lucknow,MERN Stack,Clear blue worker course real politics few walk attention home arrive happy its.,Negative,Not interested in training,
485,Diya Malhotra,2022,Noida,Python with AI and ML,Seat almost fight whom water air wait business school should third buy subject center generation worker.,Negative,Found fees too high,
486,Aditi Gupta,2024,Noida,MERN Stack,Others artist especially picture example up particular quickly until probably check investment.,Negative,Not interested in training,
487,Ishaan Saxena,2025,Noida,Python with Data Science,Discover true always avoid structure woman today hotel college.,Negative,Not interested in training,
488,Riya Yadav,2025,Lucknow,Python with AI and ML,Television our thousand artist appear machine base fight catch under cut design.,Negative,Found fees too high,
489,Sneha Reddy,2023,Lucknow,Python with AI and ML,Change month worry attorney especially bag land throw.,Negative,Not interested in training,
490,Kabir Saxena,2022,Noida,Java Full Stack,Beautiful large however fly call garden price tell coach put service reality different.,Negative,Will not join,
491,Aditi Kumar,2025,Lucknow,Python with Data Science,Kitchen drop who hotel event note describe spend as mouth half.,Negative,Not interested in training,
492,Sai Joshi,2025,Lucknow,Python with Data Science,This water technology blue against at view speak.,Negative,Will not join,
493,Priya Kumar,2022,Lucknow,MERN Stack,West particularly size less challenge reach for trade work.,Negative,Not interested in training,
494,Riya Kumar,2022,Noida,Java Full Stack,Game determine leave check moment son agent environmental lay any subject.,Negative,Found fees too high,
495,Ananya Singh,2024,Noida,Python with Data Science,Want continue suggest challenge check family price keep anything.,Negative,Not interested in training,
496,Vivaan Saxena,2024,Noida,MERN Stack,Executive threat generation change town member authority fine between culture deal whole.,Negative,Will not join,
497,Priya Malhotra,2022,Lucknow,Java Full Stack,Seven its both want memory about customer other will ready.,Negative,Not interested in training,
498,Kabir Mishra,2025,Noida,MERN Stack,Employee surface successful plant continue computer defense Republican company.,Negative,Will not join,
499,Priya Verma,2023,Lucknow,MERN Stack,Report pattern forward bag production hair deep ground often employee white example sit.,Negative,Found fees too high,
500,Krishna Mishra,2025,Lucknow,Python with AI and ML,Concern material but happy yard stuff company check audience board news deal.,Negative,Not interested in training,
501,Saanvi Verma,2025,Lucknow,Python with Data Science,Market relate make particularly prepare early nearly shake tonight human front order.,Negative,Found fees too high,
502,Vihaan Gupta,2023,Lucknow,Java Full Stack,Which baby here beautiful right trip boy education cost case style.,Negative,Will not join,
503,Vivaan Reddy,2023,Lucknow,Python with AI and ML,Whole in describe much hospital final individual help chair of parent.,Negative,Not interested in training,
504,Aarav Kumar,2025,Noida,Python with Data Science,Learn degree party along media daughter discover against large.,Negative,Not interested in training,
505,Ishita Kumar,2024,Noida,MERN Stack,Art deep simply parent despite similar perform century least wrong act their international receive provide wife.,Negative,Not interested in training,
506,Rohan Sharma,2024,Noida,Python with AI and ML,Leader computer others care couple trip lawyer analysis single we near never.,Negative,Found fees too high,
507,Diya Malhotra,2022,Noida,Python with AI and ML,Our minute easy tend color realize way list decide.,Negative,Not interested in training,
508,Meera Yadav,2023,Noida,Python with Data Science,With Republican night issue forget approach keep reality prove draw carry action.,Negative,Will not join,
509,Krishna Kumar,2025,Noida,Python with Data Science,Suggest end fact political politics officer early consumer force debate.,Negative,Will not join,
510,Ishaan Yadav,2023,Lucknow,Python with AI and ML,Military parent result everything full national draw individual together ball reduce receive poor.,Negative,Found fees too high,
511,Saanvi Sharma,2025,Lucknow,MERN Stack,Network until late according skill room help heart truth score.,Negative,Not interested in training,
512,Meera Malhotra,2022,Noida,Python with Data Science,Response message responsibility west raise apply conference travel share product message can.,Negative,Not interested in training,
513,Ananya Sharma,2025,Noida,Python with Data Science,Visit minute she lead carry campaign analysis suddenly many pay itself soldier cultural rule new.,Negative,Will not join,
514,Arjun Nair,2025,Lucknow,MERN Stack,Old tonight help drive defense paper within.,Negative,Not interested in training,
515,Saanvi Nair,2022,Noida,MERN Stack,Though for conference too though house role of.,Negative,Not interested in training,
516,Diya Singh,2025,Noida,MERN Stack,Follow region practice very commercial season source address product low money.,Negative,Found fees too high,
517,Aditya Gupta,2025,Lucknow,Python with AI and ML,Painting state rock chance word myself if draw general between discover however dark.,Negative,Not interested in training,
518,Vivaan Mishra,2022,Noida,Java Full Stack,Father education box simple perform visit how very reason contain month alone about right.,Negative,Not interested in training,
519,Ishaan Reddy,2025,Lucknow,MERN Stack,Effort matter state rather concern memory land leave fund.,Negative,Not interested in training,
520,Kabir Nair,2023,Noida,Python with Data Science,They employee movie hotel most our watch improve bed traditional best role election nation expect.,Negative,Found fees too high,
521,Saanvi Nair,2024,Noida,MERN Stack,Surface writer page require wonder vote stuff option.,Negative,Not interested in training,
522,Priya Yadav,2023,Noida,MERN Stack,Team popular place explain conference bit player example trip house majority generation trouble step process.,Negative,Will not join,
523,Diya Kumar,2025,Noida,Python with AI and ML,Next suggest off weight after much mind run military laugh stand cup early.,Negative,Not interested in training,
524,Priya Malhotra,2024,Lucknow,Java Full Stack,Notice anything protect nice step trade people size training nature rest myself campaign.,Negative,Found fees too high,
525,Diya Jain,2024,Noida,MERN Stack,Around let sense involve respond along lose story.,Negative,Found fees too high,
526,Vihaan Bhatia,2022,Noida,MERN Stack,Radio than example in assume his western before feeling for trip many election community.,Negative,Will not join,
527,Kabir Agarwal,2022,Lucknow,Python with Data Science,House across college issue design involve step step sister its than.,Negative,Found fees too high,
528,Krishna Reddy,2023,Lucknow,Python with AI and ML,Order trip front decision machine way soon quite lay.,Negative,Not interested in training,
529,Saanvi Verma,2024,Lucknow,Python with AI and ML,Economic glass mother religious great yet letter enter work degree we open question place sea pick.,Negative,Found fees too high,
530,Aarav Bhatia,2022,Lucknow,Java Full Stack,Support own scientist administration present stand include.,Negative,Found fees too high,
531,Kabir Saxena,2023,Noida,MERN Stack,Program wide sometimes ten page thank news focus assume impact help.,Negative,Will not join,
532,Vihaan Malhotra,2025,Lucknow,Python with AI and ML,Prepare scene report blue customer change course television letter.,Negative,Found fees too high,
533,Diya Reddy,2024,Noida,Python with AI and ML,Message citizen page image direction part family every walk amount and TV program.,Negative,Not interested in training,
534,Sneha Bhatia,2024,Noida,MERN Stack,Management past of focus able responsibility itself return year number then.,Negative,Found fees too high,
535,Aditya Nair,2024,Lucknow,Python with AI and ML,Sell provide kid part away movie raise dream.,Negative,Found fees too high,
536,Ananya Mishra,2022,Noida,Python with Data Science,Instead turn ten owner ball huge control cause official game person dark seek real note.,Negative,Not interested in training,
537,Aditi Yadav,2023,Lucknow,Python with Data Science,Range writer decision work nearly stuff score could player.,Negative,Will not join,
538,Aarav Pandey,2024,Lucknow,Python with AI and ML,Political meeting deal design moment four final president try record.,Negative,Not interested in training,
539,Diya Patel,2025,Noida,Python with AI and ML,Expect else suddenly allow civil true popular project know.,Negative,Found fees too high,
540,Rohan Malhotra,2025,Lucknow,MERN Stack,One million want television clearly television then region just early place will allow discussion apply other.,Negative,Will not join,
541,Vihaan Agarwal,2025,Lucknow,Python with AI and ML,Management degree actually marriage mention read buy.,Negative,Not interested in training,
542,Aarav Kumar,2025,Noida,Java Full Stack,Sometimes phone matter budget best challenge morning character outside when use.,Negative,Not interested in training,
543,Kavya Yadav,2023,Lucknow,MERN Stack,At exist leg employee case most perhaps usually build still.,Negative,Not interested in training,
544,Sneha Nair,2025,Noida,Python with Data Science,Answer real million argue play summer discussion series billion.,Negative,Found fees too high,
545,Riya Jain,2022,Noida,Python with Data Science,Career save open three into throughout name door authority this wish everyone speech.,Negative,Found fees too high,
546,Riya Yadav,2023,Lucknow,Python with AI and ML,Often money adult control hand which manager look pattern responsibility available public action quickly.,Negative,Will not join,
547,Vivaan Reddy,2022,Lucknow,Java Full Stack,Front box score catch politics reflect foreign write even husband century may good give relate recently.,Negative,Will not join,
548,Riya Verma,2025,Noida,Java Full Stack,Remember speak box sometimes court least like task door medical once president discover board blood chance.,Negative,Not interested in training,
549,Diya Joshi,2023,Lucknow,Java Full Stack,Happen member wife create allow everybody page fill view.,Negative,Will not join,
550,Diya Gupta,2022,Lucknow,Java Full Stack,Word even way record old war administration specific address stuff again unit energy.,Negative,Will not join,
551,Rohan Joshi,2023,Noida,Java Full Stack,Girl medical series art these give actually large try so nothing dark such reality most.,Negative,Will not join,
552,Sai Chopra,2023,Lucknow,Python with AI and ML,Process so somebody capital go sign watch blood step.,Negative,Will not join,
553,Kavya Joshi,2022,Noida,MERN Stack,Option happy back hope off town right tough way sometimes my.,Negative,Not interested in training,
554,Sneha Mishra,2024,Noida,Python with AI and ML,Himself respond school old experience eye him American.,Negative,Will not join,
555,Ananya Reddy,2023,Noida,MERN Stack,Mission this however not care some compare white popular technology answer part seek big.,Negative,Will not join,
556,Aarav Mehta,2024,Lucknow,Java Full Stack,Floor event painting fall eye others go pick help.,Negative,Will not join,
557,Sai Agarwal,2023,Noida,MERN Stack,Apply red hand smile create class standard from among series police.,Negative,Not interested in training,
558,Saanvi Nair,2023,Lucknow,MERN Stack,Or bag result we past traditional short religious growth next finish far any know door entire.,Negative,Will not join,
559,Diya Nair,2023,Lucknow,Python with Data Science,Training employee might provide newspaper table none case remember section song media door officer modern focus.,Negative,Will not join,
560,Sneha Kapoor,2022,Noida,Python with Data Science,Raise less center take occur turn upon young mouth since executive.,Negative,Not interested in training,
561,Aditya Kapoor,2025,Noida,Python with Data Science,Seem large season under throughout admit grow particularly.,Negative,Found fees too high,
562,Aditya Mehta,2024,Lucknow,MERN Stack,Vote recognize natural hard base professional pass all concern behind less.,Negative,Will not join,
563,Ananya Mishra,2022,Noida,Python with AI and ML,Kitchen organization situation pick her suggest protect and local.,Negative,Will not join,
564,Kabir Gupta,2024,Lucknow,MERN Stack,Marriage future president better book nation military without natural.,Negative,Found fees too high,
565,Ananya Sharma,2025,Noida,Java Full Stack,Dark newspaper home first participant grow recently alone.,Negative,Will not join,
566,Vivaan Kumar,2024,Lucknow,Python with Data Science,Situation for vote politics reflect television move anything time school just human two.,Negative,Will not join,
567,Aarav Kumar,2024,Noida,Python with Data Science,Event once series operation explain direction drop low positive nation individual less agree language.,Negative,Not interested in training,
568,Ananya Chopra,2022,Lucknow,Python with Data Science,Listen manage prepare soon environmental energy mother child interesting again.,Negative,Will not join,
569,Saanvi Kapoor,2023,Noida,MERN Stack,Close better opportunity music blood deep subject information some.,Negative,Not interested in training,
570,Krishna Pandey,2022,Lucknow,Python with Data Science,Partner set want size guy world necessary.,Negative,Not interested in training,
571,Diya Malhotra,2025,Lucknow,Python with Data Science,Treat pull interview six leave senior learn hospital.,Negative,Not interested in training,
572,Vivaan Mehta,2024,Lucknow,Java Full Stack,In Republican here foreign pattern his newspaper gas along charge early nation.,Negative,Not interested in training,
573,Kabir Singh,2025,Lucknow,Java Full Stack,While computer morning eight myself Democrat itself recently.,Negative,Not interested in training,
574,Ishaan Mishra,2022,Noida,Python with AI and ML,Agree either task onto deal management building result a.,Negative,Found fees too high,
575,Ishita Singh,2023,Noida,Python with Data Science,Doctor loss laugh think around cover floor thousand son middle tonight support assume.,Negative,Found fees too high,
576,Ishita Mehta,2024,Lucknow,MERN Stack,Indicate two region standard run guess half ever.,Negative,Will not join,
577,Kabir Chopra,2025,Lucknow,Python with Data Science,Million history forget technology edge investment trial need.,Negative,Not interested in training,
578,Sai Pandey,2025,Noida,Python with AI and ML,Write address thank state out rather week study soldier support again process interest out term memory.,Negative,Will not join,
579,Arjun Jain,2024,Lucknow,Python with AI and ML,Agent service option indeed ok food property many.,Negative,Found fees too high,
580,Meera Reddy,2024,Noida,Python with Data Science,Laugh campaign miss bank free sea kind.,Negative,Will not join,
581,Aarav Saxena,2023,Lucknow,Python with Data Science,Many whose civil check experience successful determine successful force any drive surface.,Negative,Will not join,
582,Kabir Mishra,2024,Lucknow,Python with AI and ML,Dog per charge economic whom wrong sing.,Negative,Will not join,
583,Vihaan Kumar,2024,Lucknow,Python with Data Science,Serve student particular former officer want from author health sell knowledge guy ten table.,Negative,Will not join,
584,Krishna Saxena,2022,Lucknow,MERN Stack,Sign we food recent dream vote house task certain.,Negative,Found fees too high,
585,Ishita Pandey,2024,Noida,MERN Stack,Short its six letter prevent assume bed former fact at plan artist structure it method design.,Negative,Found fees too high,
586,Kavya Bhatia,2024,Noida,Java Full Stack,Foreign test buy decade administration single consumer than other commercial minute current ground plan organization national.,Negative,Not interested in training,
587,Vihaan Reddy,2023,Noida,Java Full Stack,Central whom but paper world money hour join own thing doctor worker free.,Negative,Not interested in training,
588,Aditya Bhatia,2022,Lucknow,Python with AI and ML,Trip reduce rock enough friend believe store able term.,Negative,Will not join,
589,Kabir Mishra,2025,Noida,Java Full Stack,See opportunity important apply service campaign air pick concern feeling discover ground.,Negative,Not interested in training,
590,Rohan Joshi,2024,Lucknow,MERN Stack,Draw everybody democratic prove answer subject thought box discuss need question.,Negative,Will not join,
591,Ishaan Bhatia,2024,Lucknow,Java Full Stack,Per probably town nation employee result design according.,Negative,Found fees too high,
592,Meera Bhatia,2022,Lucknow,MERN Stack,True hope what success account draw thousand laugh community today dark service again spring charge law.,Negative,Will not join,
593,Diya Kumar,2025,Lucknow,Python with AI and ML,Somebody old rather painting college nothing type as idea speak another choose bill.,Negative,Not interested in training,
594,Kavya Verma,2025,Noida,MERN Stack,Mouth strategy sit range wide alone knowledge force small five hospital again.,Negative,Will not join,
595,Saanvi Joshi,2022,Noida,MERN Stack,Country painting specific arm parent nice across sign.,Negative,Found fees too high,
596,Rohan Malhotra,2025,Lucknow,MERN Stack,Eat spend picture allow peace goal drop mother more.,Negative,Will not join,
597,Aditya Mehta,2024,Noida,Python with Data Science,According population computer now mention financial shake issue I.,Negative,Not interested in training,
598,Ishaan Pandey,2023,Noida,MERN Stack,Defense give he example blood mouth thought which manager performance our off.,Negative,Found fees too high,
599,Ishita Pandey,2025,Lucknow,MERN Stack,Land more around road industry Mrs his place media must.,Negative,Found fees too high,
600,Saanvi Yadav,2022,Noida,MERN Stack,Idea new decision bit strategy development house before nearly.,Negative,Found fees too high,
601,Rohan Agarwal,2022,Noida,Java Full Stack,Maybe sit agent serious enough middle rise firm apply sit share stage behavior.,Negative,Will not join,
602,Sai Sharma,2022,Lucknow,MERN Stack,Wonder kind when catch already three spend painting quite pattern national particular expect.,Negative,Not interested in training,
603,Ananya Malhotra,2024,Lucknow,Java Full Stack,Than stop ground them politics fear region.,Negative,Not interested in training,
604,Kabir Jain,2024,Lucknow,Java Full Stack,One stock from kitchen quite reason we reality reach know should subject.,Negative,Found fees too high,
605,Meera Jain,2025,Noida,MERN Stack,Themselves ask reason account camera little concern pressure full oil fire must.,Negative,Will not join,
606,Aarav Mehta,2024,Lucknow,Python with AI and ML,College his watch quickly list might book staff produce current require not difference.,Negative,Found fees too high,
607,Aditya Kumar,2023,Lucknow,Java Full Stack,Girl world always check research way fire almost.,Negative,Found fees too high,
608,Riya Nair,2024,Lucknow,Python with AI and ML,Cell everything particularly across form participant share size dog feeling street debate national upon let owner.,Negative,Not interested in training,
609,Meera Verma,2025,Noida,MERN Stack,Sport reveal out economic cause to analysis.,Negative,Will not join,
610,Krishna Chopra,2022,Noida,Python with AI and ML,Others detail red who enter activity value court some exist much that easy development.,Negative,Not interested in training,
611,Kabir Mehta,2024,Noida,Python with AI and ML,Every very test individual through end bit institution image.,Negative,Not interested in training,
612,Sai Jain,2022,Lucknow,MERN Stack,Edge father this fight yet remain situation even film finally like drive necessary half option song.,Negative,Not interested in training,
613,Sneha Gupta,2024,Noida,Java Full Stack,How population some water nation white conference again network goal.,Negative,Not interested in training,
614,Arjun Reddy,2024,Noida,Python with AI and ML,Mission state century move trade strategy reveal dream.,Negative,Found fees too high,
615,Diya Saxena,2025,Noida,Python with AI and ML,Sort law experience learn goal campaign night.,Negative,Not interested in training,
616,Kavya Kumar,2022,Lucknow,MERN Stack,Effort quickly white us win wear study.,Negative,Not interested in training,
617,Riya Reddy,2022,Noida,MERN Stack,Test three election floor player yourself however free your society at theory such apply.,Negative,Not interested in training,
618,Sneha Chopra,2022,Lucknow,Python with AI and ML,Quite bit morning time account teacher there factor capital spring today kind thousand even affect national.,Negative,Found fees too high,
619,Ishita Agarwal,2024,Lucknow,Python with AI and ML,Writer response behind much success white group.,Negative,Not interested in training,
620,Kabir Mehta,2022,Lucknow,MERN Stack,Leader thank difference state where wonder thought outside ahead water simply response.,Negative,Not interested in training,
621,Ishaan Joshi,2022,Lucknow,MERN Stack,Lawyer home bag along color challenge material often true look community fine relationship.,Negative,Will not join,
622,Saanvi Verma,2024,Lucknow,Python with Data Science,Meeting head stock their direction important score security.,Negative,Will not join,
623,Sneha Mishra,2022,Noida,Python with AI and ML,Expect popular base image green part our information her arrive seven hair offer teach mean.,Negative,Not interested in training,
624,Vihaan Bhatia,2024,Noida,Python with AI and ML,Last really speech general green Republican manage understand low remember.,Negative,Will not join,
625,Ananya Agarwal,2025,Noida,Python with AI and ML,While Republican myself a attention certainly next improve purpose sometimes form discover.,Negative,Found fees too high,
626,Arjun Yadav,2023,Noida,Python with AI and ML,Detail son citizen everything address parent one choice scene author.,Negative,Not interested in training,
627,Vihaan Verma,2023,Lucknow,Java Full Stack,Himself week quite sign finally note degree measure between.,Negative,Found fees too high,
628,Ishita Yadav,2024,Noida,MERN Stack,Stay response loss evening down become entire door thus both box this.,Negative,Not interested in training,
629,Aarav Kapoor,2024,Noida,Python with AI and ML,Sort black magazine policy practice activity heart general live wind number.,Negative,Found fees too high,
630,Sai Nair,2023,Lucknow,Python with Data Science,End while yes campaign pull before agree career dream me couple.,Negative,Will not join,
631,Vivaan Saxena,2022,Lucknow,MERN Stack,Strategy left focus consider spring stand brother.,Negative,Found fees too high,
632,Riya Verma,2023,Noida,Java Full Stack,World sister drop benefit hope with life phone minute throughout just.,Negative,Not interested in training,
633,Sai Reddy,2022,Lucknow,MERN Stack,Center others along sure then start themselves while behind young.,Negative,Will not join,
634,Meera Gupta,2024,Lucknow,MERN Stack,Media over provide executive minute close employee trial say billion help.,Negative,Found fees too high,
635,Aarav Agarwal,2023,Noida,Python with Data Science,Trial wish day keep drug media never score phone realize.,Negative,Not interested in training,
636,Kabir Bhatia,2024,Lucknow,MERN Stack,Gun add very else century really receive dark like interview management this.,Negative,Will not join,
637,Sneha Bhatia,2025,Noida,Java Full Stack,Whose work very public single his onto gun run decide church hundred education.,Negative,Not interested in training,
638,Riya Singh,2023,Noida,Python with Data Science,Scientist doctor choice program yourself way which table day factor.,Negative,Not interested in training,
639,Arjun Kapoor,2024,Noida,MERN Stack,Marriage majority among newspaper according song attention growth our mean feeling.,Negative,Will not join,
640,Riya Saxena,2025,Lucknow,Python with AI and ML,View popular beat difficult candidate especially fear something very until scientist development son.,Negative,Found fees too high,
641,Kavya Malhotra,2024,Noida,Python with Data Science,Suddenly cut home often reality include along teacher tell use could community body second know community.,Negative,Not interested in training,
642,Ananya Patel,2024,Lucknow,Java Full Stack,Nor hair operation course beat after style experience rather heavy environment himself.,Negative,Will not join,
643,Kabir Jain,2025,Lucknow,Python with AI and ML,Cold investment better stop since free industry believe back east.,Negative,Found fees too high,
644,Vihaan Verma,2025,Lucknow,Java Full Stack,Myself interesting especially financial general imagine year general may manager.,Negative,Will not join,
645,Meera Saxena,2022,Lucknow,Python with Data Science,Determine deep cultural future protect only really throw industry build building.,Negative,Found fees too high,
646,Diya Nair,2023,Noida,MERN Stack,Forget protect read American throughout success more test the every white girl call material woman.,Negative,Found fees too high,
647,Krishna Malhotra,2024,Noida,Java Full Stack,Carry and major ten most focus itself end trip marriage now edge.,Negative,Found fees too high,
648,Vivaan Mehta,2025,Lucknow,Python with Data Science,Employee officer rule challenge pretty including deal without make difference accept.,Negative,Found fees too high,
649,Kavya Gupta,2025,Noida,MERN Stack,Bad whom interview challenge election firm production pretty national.,Negative,Will not join,
650,Riya Gupta,2024,Lucknow,MERN Stack,Open quite nothing rock expert water discover example right name.,Negative,Found fees too high,
651,Ananya Yadav,2023,Noida,MERN Stack,Light fight measure sing picture visit bar he happen.,Negative,Not interested in training,
652,Meera Verma,2025,Noida,Java Full Stack,Such continue fall economic charge fall social teach skin common say kid organization or.,Negative,Found fees too high,
653,Vihaan Joshi,2023,Lucknow,Java Full Stack,East example law behavior spring wife memory own I new.,Negative,Not interested in training,
654,Ananya Mehta,2025,Lucknow,MERN Stack,Cup like mouth medical analysis us successful difficult meeting final among staff something plant practice.,Negative,Found fees too high,
655,Vihaan Gupta,2023,Lucknow,Python with AI and ML,Point fire meet trip property individual anything fight suddenly rich think.,Negative,Will not join,
656,Kavya Mehta,2024,Lucknow,Python with Data Science,Laugh set really cold follow student many rate world black kid radio through question student property.,Negative,Found fees too high,
657,Krishna Patel,2025,Noida,Python with Data Science,Four environment parent ask leader pattern heart range course job.,Negative,Not interested in training,
658,Krishna Singh,2024,Noida,Java Full Stack,Summer last send stock life miss start language magazine minute administration trade open fine civil some.,Negative,Found fees too high,
659,Aditya Patel,2025,Lucknow,Python with Data Science,Model like must according own morning toward box least become affect yet buy.,Negative,Not interested in training,
660,Rohan Chopra,2024,Lucknow,Python with AI and ML,Dream poor head commercial blue benefit include my person.,Negative,Found fees too high,
661,Ishita Verma,2023,Lucknow,MERN Stack,Dark arrive sometimes public data morning box American yourself sound phone wish capital money.,Negative,Found fees too high,
662,Ishaan Chopra,2023,Noida,Java Full Stack,One brother around against once identify campaign affect never president why.,Negative,Found fees too high,
663,Aditi Jain,2024,Lucknow,Java Full Stack,Operation must term artist public others raise project environment behind case economic camera.,Negative,Will not join,
664,Meera Verma,2024,Noida,Java Full Stack,News finish attention she attention lay best month get.,Negative,Not interested in training,
665,Arjun Nair,2025,Noida,Java Full Stack,Security choice write in play million hospital point modern table.,Negative,Will not join,
666,Vivaan Reddy,2025,Lucknow,Java Full Stack,Own fear forget center everyone since movement drive best agency major learn pattern she.,Negative,Will not join,
667,Rohan Nair,2025,Noida,Java Full Stack,Always skin son time establish affect art.,Neutral,Will think and get back,
668,Aditya Kumar,2025,Lucknow,MERN Stack,Happen campaign production information summer wear leave tend plan rise.,Neutral,Asked for more details,
669,Ananya Verma,2023,Noida,Python with AI and ML,Finally lay Democrat much second Congress stand finish these series financial week.,Neutral,Asked for more details,
670,Ishita Jain,2025,Noida,MERN Stack,Win often field discussion face parent town both the day visit yes professional environment.,Neutral,Asked for more details,
671,Arjun Nair,2024,Lucknow,MERN Stack,Threat democratic yeah from size sense somebody form move.,Neutral,Will think and get back,
672,Ananya Patel,2024,Lucknow,Python with Data Science,Bit expert sell entire free this six small card image grow available manager model full.,Neutral,Considering options,
673,Sai Sharma,2024,Noida,Python with Data Science,Budget authority mouth single enter moment key civil visit enter.,Neutral,Considering options,
674,Krishna Pandey,2022,Lucknow,MERN Stack,Finally it record improve effort often southern join capital space.,Neutral,Asked for more details,
675,Meera Malhotra,2023,Noida,Python with Data Science,What course leave change activity glass this.,Neutral,Considering options,
